onca;caseiro;fake news;comment_text;;;;;
neutro;neutro;não;Meu.deus.muito.triste.😢😢😢;;;;;
neutro;neutro;não;Pra terem aparecido 3 de uma vez, abriram lavoura ou pasto onde elas caçavam, as bichas foram pra onde tinha carne. Tadinho do caseiro...;;;;;
neutro;positivo;sim;Belo vídeo trazendo notícias sem fwek;;;;;
positivo;neutro;não;Não é pra menos .tão invadindo o abtate  dos bichos e desmatando tudo ,não deixando outro meio de alimento a não ser o próprio homem como alimento . Agora querem ver a onça como perveça .raça de mortais  despresiveis . A formiga sabe a folha q cortar .;;;;;
positivo;positivo;não;Foi realmente uma pena acontecer isso com o senhor , mais ela está no ambiente dela.  Quem construiu lá habitate dela foi o homem,  😅😅 então gente não era nem pra capturar ela não,  a onça faz oq ela foi criada pra fazer , se não irem no ambiente dela , ela não irá atacar ngm;;;;;
neutro;neutro;sim;Acho que a onça veio se vingar das outras três que foram mortas.;;;;;
neutro;neutro;sim;Então ela mata ô cidadão trabalhador, e é tratada igual uma princesa? Se fosse aqui na Bahia agente juntava caçava e matava essa onça 😂😂😂😂😂😂 mais rapaz;;;;;
neutro;neutro;não;Parecia que o outro rapaz tava prevendo a tragédia 😢;;;;;
neutro;neutro;não;Solta no STF.;;;;;
neutro;negativo;não;MDS as pessoas pagar pra ver, o sinal já tinha vindo antes. Agora deu pra entender tudo 😢;;;;;
neutro;negativo;não;Todo velho é teimoso,  não adianta.;;;;;
neutro;negativo;não;A onça já vinha rodeando a área e não tomaram as providências antes do pior, ao contrário, levaram na brincadeira e custou caro;;;;;
neutro;neutro;não;impressionante! Exemplo de poder desse animal! O topo de cadeia da América do Sul;;;;;
neutro;neutro;não;Parabéns pela notícia correta, tem várias informações do fato sendo distorcida.👏👏👍🙏;;;;;
positivo;positivo;não;N e culpa do jorge e nem da onça 😢😟...<br>E..;;;;;
positivo;negativo;não;Tem que deixar a onça la e tirar os humanos dela;;;;;
negativo;neutro;não;Se eu ver um bixo desse na minha frente eu mato na hora, se eu tiver quieto e ela mexer comigo e obv....;;;;;
neutro;positivo;não;Foi triste né q ninguém q morrer assim😢,q ele esteja no bom lugar;;;;;
negativo;positivo;não;Um monte de hipocrisias um ser humano morreu e tem gente se preocupando com uma onça enquanto a vida de um ser humano foi ceifada por um animal o ser humano verdadeiramente perdeu os ensinamentos de Deus meus pêsames 💐 a família desse homem inocente que faleceu dessa forma horrível 😞;;;;;
negativo;neutro;não;Devorou um homem inteiro e tá magra?😢;;;;;
negativo;negativo;não;O cara tinha que ter uma arma ,mesmo que fosse  pra assustar o animal,brincaram com o perigo, ela estudou a rotina dele,e atacou na hora certa ficou de tocaia...;;;;;
neutro;positivo;não;"Coitado do senhor; ser morto e comido pela onça😢😢😢";;;;;
positivo;neutro;não;PARABÉNS PRA ONÇA 👏;;;;;
negativo;neutro;não;Me adimira não terem matado a onça.... covardia não terem vingado a morte dele. Esse animal não merece continuar vivo, próxima oportunidade vai matar outro;;;;;
neutro;neutro;não;A bichinha ta com fome;;;;;
neutro;neutro;não;Que animal lindo...;;;;;
positivo;neutro;não;Graças a Deus;;;;;
neutro;neutro;não;Serio;;;;;
neutro;negativo;não;Nao se brinca com coisa seria.;;;;;
neutro;negativo;não;Um homem precavido vale por dois😅😅faltou uma arma pra defesa😅;;;;;
positivo;negativo;não;Eu fico  mais sentido com as caça as bruxas com as onças  esse senhor sabia do perigo por causa dele vão  matar várias onças,  diga se de passa um animal em extinção 😢😢😢😢😢😢😢;;;;;
positivo;positivo;não;Os      comentários         são      inacreditáveis           vai      do      senhor      que       faleceu         ao     congresso       nacional          👎👎👎👎👎👎👎👎👎👎👎👎👎      isso         sm       é       falta        de      respeito      e       compaixão          cm     outras     pessoas              e       cm      o     bicho         onça           que      é        irracional           quem       deveriam           cuidar        da       natureza           estão          destruindo         tudo        😠😠😠😠😠😠;;;;;
neutro;neutro;não;Que nada quem garante que era a mesma onça?;;;;;
neutro;neutro;não;😢 Moço! Morro de medo de virar chiclete de onça 😭😭😭;;;;;
neutro;positivo;não;Minha Solidariedade aos familiares dá vítima.;;;;;
neutro;neutro;não;Coloca ela no Gabinete do Lula;;;;;
neutro;neutro;não;Começou...;;;;;
negativo;neutro;não;Pois é. Não dá nem pra sacrificar o bicho porque tá em extinção;;;;;
neutro;neutro;não;Acho q ela está magra por passar fome.... deve ser por isso q atacou  o coitado do Jorge. 😮;;;;;
neutro;negativo;não;Eu admiro uma pessoa morando num lugar desse e não ter nem uma arma  e isso que dá  um país ibogrida;;;;;
neutro;positivo;não;Tadinho do senhor Jorge <br>Eu acho toda pessoa que mora nesses lugares tem de andar armados a bala e bem atentos missericordia Deus me livre desse lugar parece aterrorizante;;;;;
neutro;neutro;não;Solta a onça dentro do STF;;;;;
neutro;positivo;não;Meu Deus coitado do homem 😢;;;;;
negativo;positivo;sim;Se o homem tivesse matado essa onça ia ter um montão de críticas,,  o homem foi criado para controlar os animais mas ta tudo ao contrário,;;;;;
neutro;positivo;não;que fatalidade! Deus conforte a familia, lugares assim é obrigatório andar armado putz;;;;;
negativo;neutro;não;Quando um bixo desse porte caça e come um humano precisa ser abatido infelizmente, porque ele entende que pode continuar caçando humanos e dai nao para mais…;;;;;
negativo;neutro;não;Porque deixam as onças soltas?;;;;;
neutro;neutro;não;Pelos vídeos que vi, aparentemente não haviam cães na propriedade. Cães são de extrema importância nas zonas rurais, ainda mais em locais frequentados por onças, eles teriam alertado o caseiro, e dependendo, poderiam até ter evitado essa tragédia.;;;;;
neutro;neutro;não;K o ser humano só não ataque igual a onça porque ele é racional aprendeu comprar carne no açougue do contrário tava todo mundo perdido;;;;;
positivo;neutro;não;Ds pra mim  eu amo felinos;;;;;
neutro;neutro;não;. Deixa um ser humano ficar 20 dias sem comer é só outra lá no presídio;;;;;
neutro;positivo;não;Deus console os familiares neste hora tão triste.😥;;;;;
neutro;neutro;não;Pois é... Palavra tem poder.;;;;;
neutro;neutro;não;Cuidado pra nao virar comida de onca 😅😅😂😂;;;;;
neutro;positivo;não;Que tristeza meu Deus, morrer assim ...😢meus sentimentos aos familiares;;;;;
neutro;negativo;não;Infelizmente ele facilitou.😢;;;;;
neutro;negativo;não;PW RLE NÃO MATOU ESTA ONÇA ANTES;;;;;
neutro;neutro;não;Tava magra e pegou o siorzinho porque tava com fome o ser humano tá acabando com tudo que tem no mato;;;;;
neutro;neutro;não;@@edmilsonsilvasantosofc, você deveria ter falado isso no início. <br>Deu a impressão que você não se importou com a vítima só com a filmagem. <br>Não coloca o nome SANTO em vão.;;;;;
neutro;neutro;não;@ ta bom minha irmã, me perdoe então 🙏🏼;;;;;
neutro;neutro;não;@@edmilsonsilvasantosofc, tá perdoado irmão;;;;;
neutro;neutro;não;Boas informações, meu amigo, muito obrigado por nuns informar claramente;;;;;
positivo;negativo;não;Que animal lindo perfeito..infelizmente aconteceu a tragédia  e ela não é culpada o aviso foi dado ninguém respeitou;;;;;
neutro;positivo;não;"Mais uma inscrição para somar 👍🏼 misericórdia 😢 coitado <a href=""https://www.youtube.com/watch?v=CUf1T3dPFj4&amp;t=523"">8:43</a>";;;;;
neutro;positivo;não;Parabéns pelo vídeo muito bem explicativo e sensato, muito triste o fato, que Deus conforte os familiares 🙏🏼;;;;;
neutro;neutro;não;Não da  pra comparar um animal que só  mata por fome com outro que mata de fome seu próximo. Pense nisso!;;;;;
negativo;neutro;não;Passaram a onca???!!;;;;;
neutro;neutro;não;Uma onça foi capturada, e as outras como é que vão fazer, já que o homem disse que eram três onças ???😮😮😢😢;;;;;
neutro;neutro;sim;Não sei se é ignorância demais .<br>Mas se nós humanos formos poupando demais os animais ,eles vão tomar conta do planeta, têm quê ter senso e entender quê as pessoas vale mais do quê o animal,meu Deus quê tristeza 😢;;;;;
positivo;neutro;não;Isso acontece porque muitas vezes é o próprio ser humano, que invade o habitat  natural ,o espaço da onça, que não age por maldade e sim por simples instinto de sobrevivência mesmo!!!!😮😮😮😢😢;;;;;
neutro;neutro;não;94 quilos e está magra kkkk;;;;;
neutro;neutro;não;SE BEBESSE LOKAL ELE COMIA A ONÇA,FOI BEBER HANIKEN... AE JÁ ERA.;;;;;
neutro;neutro;não;Cara colocaram o vídeo como se fosse uma reconstituição feita por computador! Tudo por like;;;;;
neutro;neutro;não;Top demais essa matéria 👏👏;;;;;
neutro;neutro;não;2 dessas acabaria com os Deputados ladrões, Alguém leva pra lá hoje mesmo;;;;;
neutro;neutro;não;Alexandre de Moraes vai mandar prender a Onça!!;;;;;
neutro;neutro;não;Misericórdia senhor Jesus 😢;;;;;
positivo;neutro;não;tomara q a onça esteja bem;;;;;
neutro;neutro;não;Aquele sabe ND de bicho fica só atrás de um computador narrando video dos outros e fala q né biólogo kkk q sucuri não ataca humano, onça agora ele mudou de ideia 😂😂;;;;;
neutro;neutro;não;Ta atras da moita😅😅😂😂;;;;;
neutro;neutro;não;Ta com medo😅😅;;;;;
neutro;neutro;não;A realidade e diferente do faz de conta😅😅do mundo da fantasia😅😅;;;;;
neutro;neutro;não;Verdade palavras tem poder, será que êle está com a consciência pesada, brincadeira maltida.;;;;;
positivo;neutro;não;A culpa é sempre das pessoas, não dos bichos.;;;;;
positivo;neutro;não;Tomara que não aconteça nada com a onça, pois os animais agem por instintos e na realidade foi ele que não respeitou o local do animal.;;;;;
neutro;neutro;não;Nada haver;;;;;
negativo;neutro;não;Faltou chumbo grosso pra essa onca😅😅😂😂;;;;;
neutro;negativo;não;Já sabiam animal rondava por ali por um tempo, desacreditou na onça,desarmado e poderia ter evitado tragédia;;;;;
neutro;neutro;não;Aqui em Londrina,cidade  com cerca de 580,000 habitantes,tem áreas  rurais  com esses felinos ,e já aconteceram alguns encontros.;;;;;
neutro;neutro;não;Vamos leva essa onça pra Brasília;;;;;
neutro;neutro;não;Leva ele para ministrar marina;;;;;
neutro;neutro;não;Q o animal seja protegido para q a próxima vítima seja vc 😅;;;;;
negativo;neutro;não;Aqui na região do ARAGUAIA MT tem onça demais atacando o gado;;;;;
negativo;neutro;não;Na roça do meu pai, ja matamos 4 onça  em apenas 1 ano, temos criança e criança de animais,  toda onça que ser aproxima nos mata, fds quem acha ruim;;;;;
negativo;neutro;não;Teria que ter abatido o animal antes;;;;;
negativo;neutro;não;mata isso não serve  para nada;;;;;
neutro;neutro;não;cade o video da thumb???;;;;;
negativo;neutro;não;Vida se paga com vida ! Eu ia atrás até achar e matar;;;;;
neutro;positivo;não;DEUS CUIDE DO SEU JORGE POR  FAVOR COMO DEVE TER SOFRIDO PRA MORRER😢😢;;;;;
negativo;neutro;não;Vc respeita  um animal feroz mas ele só  ti ver como alimento   a natureza é  assim;;;;;
neutro;neutro;não;Tem vídeos q mostra esse vídeo ai sem censura;;;;;
negativo;neutro;sim;Os ambientalistas e assemelhados valorizam mais os animais do que pessoas que trabalham e sobrevivem em regiões onde esses animais vivem.  Esses animais começam cassando animais domésticos, quando esses acabam, os humanos entram na mira.;;;;;
neutro;positivo;não;Imagino o desespero dessa pessoa;;;;;
neutro;negativo;não;Deu mole;;;;;
neutro;neutro;não;@EroildaPaula   graças a Deus você pode tá fazendo uma ressonância num atual ou futuro PEDÓFILO;;;;;
negativo;neutro;não;Leva pra tua casa;;;;;
negativo;neutro;não;Deixa uma onça devorar teu pai , se vc vai elogiar essa desgraça;;;;;
neutro;neutro;não;Bolssonaro autorizou o desmatamentos no Brasil inteiro 4 anos de prejuízo;;;;;
neutro;neutro;não;Pitbull mata mais. Seu ponto de vista é motivo de piada!;;;;;
neutro;neutro;não;Porque as câmeras não filmou a onça comendo ele<br>Estranho né??;;;;;
negativo;neutro;não;tem que iluminar ela tem que More tem que ser sacrificada pós nóis Samos gente e ela e bicho animal;;;;;
negativo;neutro;não;Fico pensando como os moradores não começa matar. Eta ferro. Aí tem mais.;;;;;
negativo;neutro;não;@@luizproenca3953 ñ sei, têm muita gente de olho...<br>E a pressão é pra que o bicho ñ seja sacrificado.;;;;;
neutro;positivo;não;O cara nunca matou uma onca. Vc e sem nocao;;;;;
negativo;positivo;não;Eu nem aguento mais ver esse vídeo, porque fico puto de indignação com as pessoas pouco se lixando pra morte pesada do homem, e se preocupando com a onça...;;;;;
negativo;neutro;não;eu penso q tem dar baixa a essa  onça;;;;;
neutro;negativo;não;Pediu o contato e o contato veio.;;;;;
neutro;neutro;não;Tamparam a cara dela porque? É menor de idade?;;;;;
negativo;neutro;não;"Teria que sacrificar essa praga <a href=""http://imediatamente.na/"">imediatamente.na</a>";;;;;
negativo;neutro;não;Daria um bom tapete.;;;;;
neutro;neutro;não;Meu Deus q sofrimento q esse caseiro deve ter passado até ficar inconsciente…;;;;;
negativo;neutro;não;É nessas horas que eu sentir falta daquela loira lá do Piauí que deu um tiro na onça e matou;;;;;
neutro;negativo;não;Como esse senhor nao  tomou providencias,sabendo da presença dela??;;;;;
negativo;neutro;não;O cara foi morto e a onça vai fazer exames e ser avaliada kkk pqp tem q acabar com essa onça;;;;;
neutro;neutro;não;Misericórdia;;;;;
neutro;neutro;não;Quem mora afastado da cidade ,e necessario ter armas e andar com elas no  sítio!..;;;;;
negativo;neutro;não;Se eu pegar na minha propriedade acabou com ela , alguém tem que ser predador desse bicho com essa idéia de só proteger daqui a pouco tá entrando nas casa das pessoas.;;;;;
neutro;neutro;não;Esse caseiro não  tinha arma ?...;;;;;
neutro;neutro;não;"<a href=""https://www.youtube.com/watch?v=5n-PTnr7pXE"">https://youtu.be/5n-PTnr7pXE?si=-SsW8pyN-G2QM_rg</a>";;;;;
neutro;neutro;não;"Esse vídeo vai ter milhões de visualizações&quot; só com essa capa enganosa 😂😂😂😂😂";;;;;
neutro;negativo;não;Sim, o homem talvez por morar no meio do mato e já estar acostumado com onças, subestimou o perigo. Foi alertado pelo amigo, vi o vídeo na CNN. <br>Já andei por um trecho da Transpantaneira e pelo pouco que vi do Pantanal, me impressionei!<br>Penso que as autoridades deveriam dispensar maior zelo a região, que aliás deveria ser unicamente residência da vida animal.;;;;;
neutro;neutro;não;Leopardo e mais comprido e só tem na África.;;;;;
neutro;neutro;não;Solta a carta tigrinho, a carta do tigrinho ai;;;;;
neutro;neutro;não;Favor colocar essa onça junto do Alexandre de Moraes;;;;;
